ID,Product ID,Name,Category,Unit,Price,Currency,Location,Date,Source,Variation,URL,Image
"demo_fruits_19_1755943625605","demo_fruits_19","Kiwi Nouvelle-Zélande","fruits","piece",0.43,"EUR","France","2025-08-23","demo","Nouvelle-Zélande","https://example.com/product/kiwi-nouvelle-zélande","https://example.com/images/kiwi.jpg"
"demo_fruits_20_1755943625605","demo_fruits_20","Ananas Bio","fruits","piece",3.32,"EUR","France","2025-08-23","demo","Bio","https://example.com/product/ananas-bio","https://example.com/images/ananas.jpg"
"demo_fruits_21_1755943625605","demo_fruits_21","Ananas Conventionnel","fruits","piece",3.43,"EUR","France","2025-08-23","demo","Conventionnel","https://example.com/product/ananas-conventionnel","https://example.com/images/ananas.jpg"
"demo_fruits_22_1755943625605","demo_fruits_22","Ananas Costa Rica","fruits","piece",2.68,"EUR","France","2025-08-23","demo","Costa Rica","https://example.com/product/ananas-costa rica","https://example.com/images/ananas.jpg"
"demo_fruits_23_1755943625605","demo_fruits_23","Mangue Bio","fruits","piece",1.04,"EUR","France","2025-08-23","demo","Bio","https://example.com/product/mangue-bio","https://example.com/images/mangue.jpg"
"demo_fruits_24_1755943625605","demo_fruits_24","Mangue Conventionnel","fruits","piece",1.31,"EUR","France","2025-08-23","demo","Conventionnel","https://example.com/product/mangue-conventionnel","https://example.com/images/mangue.jpg"
"demo_fruits_25_1755943625605","demo_fruits_25","Mangue Pérou","fruits","piece",1.02,"EUR","France","2025-08-23","demo","Pérou","https://example.com/product/mangue-pérou","https://example.com/images/mangue.jpg"
"demo_fruits_26_1755943625605","demo_fruits_26","Pêche Bio","fruits","kg",2.8,"EUR","France","2025-08-23","demo","Bio","https://example.com/product/pêche-bio","https://example.com/images/pêche.jpg"
"demo_fruits_27_1755943625605","demo_fruits_27","Pêche Conventionnel","fruits","kg",2.81,"EUR","France","2025-08-23","demo","Conventionnel","https://example.com/product/pêche-conventionnel","https://example.com/images/pêche.jpg"
"demo_fruits_28_1755943625605","demo_fruits_28","Pêche France","fruits","kg",3.73,"EUR","France","2025-08-23","demo","France","https://example.com/product/pêche-france","https://example.com/images/pêche.jpg"
"demo_fruits_29_1755943625605","demo_fruits_29","Poire Williams Bio","fruits","kg",2.9,"EUR","France","2025-08-23","demo","Bio","https://example.com/product/poire-williams-bio","https://example.com/images/poire-williams.jpg"
"demo_fruits_30_1755943625605","demo_fruits_30","Poire Williams Conventionnel","fruits","kg",2.24,"EUR","France","2025-08-23","demo","Conventionnel","https://example.com/product/poire-williams-conventionnel","https://example.com/images/poire-williams.jpg"
"demo_fruits_31_1755943625605","demo_fruits_31","Citron Bio","fruits","piece",0.31,"EUR","France","2025-08-23","demo","Bio","https://example.com/product/citron-bio","https://example.com/images/citron.jpg"
"demo_fruits_32_1755943625605","demo_fruits_32","Citron Conventionnel","fruits","piece",0.32,"EUR","France","2025-08-23","demo","Conventionnel","https://example.com/product/citron-conventionnel","https://example.com/images/citron.jpg"
"demo_fruits_33_1755943625605","demo_fruits_33","Citron Espagne","fruits","piece",0.32,"EUR","France","2025-08-23","demo","Espagne","https://example.com/product/citron-espagne","https://example.com/images/citron.jpg"
"demo_fruits_34_1755943625605","demo_fruits_34","Mandarine Bio","fruits","kg",2.09,"EUR","France","2025-08-23","demo","Bio","https://example.com/product/mandarine-bio","https://example.com/images/mandarine.jpg"
"demo_fruits_35_1755943625605","demo_fruits_35","Mandarine Conventionnel","fruits","kg",1.75,"EUR","France","2025-08-23","demo","Conventionnel","https://example.com/product/mandarine-conventionnel","https://example.com/images/mandarine.jpg"
"demo_fruits_36_1755943625605","demo_fruits_36","Mandarine Maroc","fruits","kg",1.92,"EUR","France","2025-08-23","demo","Maroc","https://example.com/product/mandarine-maroc","https://example.com/images/mandarine.jpg"
"demo_fruits_37_1755943625605","demo_fruits_37","Clémentine Bio","fruits","kg",2.46,"EUR","France","2025-08-23","demo","Bio","https://example.com/product/clémentine-bio","https://example.com/images/clémentine.jpg"
"demo_fruits_38_1755943625605","demo_fruits_38","Clémentine Conventionnel","fruits","kg",2.65,"EUR","France","2025-08-23","demo","Conventionnel","https://example.com/product/clémentine-conventionnel","https://example.com/images/clémentine.jpg"
"demo_fruits_39_1755943625605","demo_fruits_39","Clémentine Corse","fruits","kg",2.34,"EUR","France","2025-08-23","demo","Corse","https://example.com/product/clémentine-corse","https://example.com/images/clémentine.jpg"
"demo_fruits_40_1755943625605","demo_fruits_40","Pamplemousse Bio","fruits","piece",1.47,"EUR","France","2025-08-23","demo","Bio","https://example.com/product/pamplemousse-bio","https://example.com/images/pamplemousse.jpg"
"demo_fruits_41_1755943625605","demo_fruits_41","Pamplemousse Conventionnel","fruits","piece",1.93,"EUR","France","2025-08-23","demo","Conventionnel","https://example.com/product/pamplemousse-conventionnel","https://example.com/images/pamplemousse.jpg"
"demo_fruits_42_1755943625605","demo_fruits_42","Pamplemousse Israël","fruits","piece",1.49,"EUR","France","2025-08-23","demo","Israël","https://example.com/product/pamplemousse-israël","https://example.com/images/pamplemousse.jpg"
"demo_fruits_43_1755943625605","demo_fruits_43","Melon Charentais Bio","fruits","piece",2.19,"EUR","France","2025-08-23","demo","Bio","https://example.com/product/melon-charentais-bio","https://example.com/images/melon-charentais.jpg"
"demo_fruits_44_1755943625605","demo_fruits_44","Melon Charentais Conventionnel","fruits","piece",2.94,"EUR","France","2025-08-23","demo","Conventionnel","https://example.com/product/melon-charentais-conventionnel","https://example.com/images/melon-charentais.jpg"
"demo_fruits_45_1755943625605","demo_fruits_45","Melon Charentais France","fruits","piece",2.14,"EUR","France","2025-08-23","demo","France","https://example.com/product/melon-charentais-france","https://example.com/images/melon-charentais.jpg"
"demo_fruits_46_1755943625605","demo_fruits_46","Pastèque Bio","fruits","kg",2.05,"EUR","France","2025-08-23","demo","Bio","https://example.com/product/pastèque-bio","https://example.com/images/pastèque.jpg"
"demo_fruits_47_1755943625605","demo_fruits_47","Pastèque Conventionnel","fruits","kg",2.05,"EUR","France","2025-08-23","demo","Conventionnel","https://example.com/product/pastèque-conventionnel","https://example.com/images/pastèque.jpg"
"demo_fruits_48_1755943625605","demo_fruits_48","Pastèque Espagne","fruits","kg",1.53,"EUR","France","2025-08-23","demo","Espagne","https://example.com/product/pastèque-espagne","https://example.com/images/pastèque.jpg"
"demo_fruits_49_1755943625605","demo_fruits_49","Abricot Bio","fruits","kg",3.54,"EUR","France","2025-08-23","demo","Bio","https://example.com/product/abricot-bio","https://example.com/images/abricot.jpg"
"demo_fruits_50_1755943625605","demo_fruits_50","Abricot Conventionnel","fruits","kg",4.43,"EUR","France","2025-08-23","demo","Conventionnel","https://example.com/product/abricot-conventionnel","https://example.com/images/abricot.jpg"
"demo_fruits_51_1755943625605","demo_fruits_51","Abricot France","fruits","kg",3.71,"EUR","France","2025-08-23","demo","France","https://example.com/product/abricot-france","https://example.com/images/abricot.jpg"
"demo_fruits_52_1755943625605","demo_fruits_52","Prune Bio","fruits","kg",3.96,"EUR","France","2025-08-23","demo","Bio","https://example.com/product/prune-bio","https://example.com/images/prune.jpg"
"demo_fruits_53_1755943625605","demo_fruits_53","Prune Conventionnel","fruits","kg",3.32,"EUR","France","2025-08-23","demo","Conventionnel","https://example.com/product/prune-conventionnel","https://example.com/images/prune.jpg"
"demo_fruits_54_1755943625605","demo_fruits_54","Prune France","fruits","kg",3.09,"EUR","France","2025-08-23","demo","France","https://example.com/product/prune-france","https://example.com/images/prune.jpg"
"demo_fruits_55_1755943625605","demo_fruits_55","Cerise Bio","fruits","kg",5.55,"EUR","France","2025-08-23","demo","Bio","https://example.com/product/cerise-bio","https://example.com/images/cerise.jpg"
"demo_fruits_56_1755943625605","demo_fruits_56","Cerise Conventionnel","fruits","kg",6.06,"EUR","France","2025-08-23","demo","Conventionnel","https://example.com/product/cerise-conventionnel","https://example.com/images/cerise.jpg"
"demo_fruits_57_1755943625605","demo_fruits_57","Cerise France","fruits","kg",7.82,"EUR","France","2025-08-23","demo","France","https://example.com/product/cerise-france","https://example.com/images/cerise.jpg"
"demo_fruits_58_1755943625605","demo_fruits_58","Framboise Bio","fruits","kg",9.92,"EUR","France","2025-08-23","demo","Bio","https://example.com/product/framboise-bio","https://example.com/images/framboise.jpg"
"demo_fruits_59_1755943625605","demo_fruits_59","Framboise Conventionnel","fruits","kg",8.84,"EUR","France","2025-08-23","demo","Conventionnel","https://example.com/product/framboise-conventionnel","https://example.com/images/framboise.jpg"
"demo_fruits_60_1755943625605","demo_fruits_60","Framboise France","fruits","kg",6.96,"EUR","France","2025-08-23","demo","France","https://example.com/product/framboise-france","https://example.com/images/framboise.jpg"
"demo_vegetables_61_1755943625605","demo_vegetables_61","Tomate Grappe Bio","vegetables","kg",2.6,"EUR","France","2025-08-23","demo","Bio","https://example.com/product/tomate-grappe-bio","https://example.com/images/tomate-grappe.jpg"
"demo_vegetables_62_1755943625605","demo_vegetables_62","Tomate Grappe Conventionnel","vegetables","kg",3.06,"EUR","France","2025-08-23","demo","Conventionnel","https://example.com/product/tomate-grappe-conventionnel","https://example.com/images/tomate-grappe.jpg"
"demo_vegetables_63_1755943625605","demo_vegetables_63","Tomate Grappe Serre","vegetables","kg",2.51,"EUR","France","2025-08-23","demo","Serre","https://example.com/product/tomate-grappe-serre","https://example.com/images/tomate-grappe.jpg"
"demo_vegetables_64_1755943625605","demo_vegetables_64","Tomate Cerise Bio","vegetables","kg",3.44,"EUR","France","2025-08-23","demo","Bio","https://example.com/product/tomate-cerise-bio","https://example.com/images/tomate-cerise.jpg"
"demo_vegetables_65_1755943625605","demo_vegetables_65","Tomate Cerise Conventionnel","vegetables","kg",3.39,"EUR","France","2025-08-23","demo","Conventionnel","https://example.com/product/tomate-cerise-conventionnel","https://example.com/images/tomate-cerise.jpg"
"demo_vegetables_66_1755943625605","demo_vegetables_66","Tomate Cerise Serre","vegetables","kg",3.05,"EUR","France","2025-08-23","demo","Serre","https://example.com/product/tomate-cerise-serre","https://example.com/images/tomate-cerise.jpg"
"demo_vegetables_67_1755943625605","demo_vegetables_67","Carotte Bio","vegetables","kg",1.48,"EUR","France","2025-08-23","demo","Bio","https://example.com/product/carotte-bio","https://example.com/images/carotte.jpg"
"demo_vegetables_68_1755943625605","demo_vegetables_68","Carotte Conventionnel","vegetables","kg",1.44,"EUR","France","2025-08-23","demo","Conventionnel","https://example.com/product/carotte-conventionnel","https://example.com/images/carotte.jpg"
"demo_vegetables_69_1755943625605","demo_vegetables_69","Carotte France","vegetables","kg",1.27,"EUR","France","2025-08-23","demo","France","https://example.com/product/carotte-france","https://example.com/images/carotte.jpg"
"demo_vegetables_70_1755943625605","demo_vegetables_70","Poivron Rouge Bio","vegetables","kg",3.32,"EUR","France","2025-08-23","demo","Bio","https://example.com/product/poivron-rouge-bio","https://example.com/images/poivron-rouge.jpg"
"demo_vegetables_71_1755943625605","demo_vegetables_71","Poivron Rouge Conventionnel","vegetables","kg",3.55,"EUR","France","2025-08-23","demo","Conventionnel","https://example.com/product/poivron-rouge-conventionnel","https://example.com/images/poivron-rouge.jpg"
"demo_vegetables_72_1755943625605","demo_vegetables_72","Poivron Rouge Espagne","vegetables","kg",4,"EUR","France","2025-08-23","demo","Espagne","https://example.com/product/poivron-rouge-espagne","https://example.com/images/poivron-rouge.jpg"
"demo_vegetables_73_1755943625605","demo_vegetables_73","Poivron Vert Bio","vegetables","kg",3.1,"EUR","France","2025-08-23","demo","Bio","https://example.com/product/poivron-vert-bio","https://example.com/images/poivron-vert.jpg"
"demo_vegetables_74_1755943625605","demo_vegetables_74","Poivron Vert Conventionnel","vegetables","kg",3.62,"EUR","France","2025-08-23","demo","Conventionnel","https://example.com/product/poivron-vert-conventionnel","https://example.com/images/poivron-vert.jpg"
"demo_vegetables_75_1755943625605","demo_vegetables_75","Poivron Vert Espagne","vegetables","kg",3.73,"EUR","France","2025-08-23","demo","Espagne","https://example.com/product/poivron-vert-espagne","https://example.com/images/poivron-vert.jpg"
"demo_vegetables_76_1755943625605","demo_vegetables_76","Poivron Jaune Bio","vegetables","kg",4.05,"EUR","France","2025-08-23","demo","Bio","https://example.com/product/poivron-jaune-bio","https://example.com/images/poivron-jaune.jpg"
"demo_vegetables_77_1755943625605","demo_vegetables_77","Poivron Jaune Conventionnel","vegetables","kg",3.89,"EUR","France","2025-08-23","demo","Conventionnel","https://example.com/product/poivron-jaune-conventionnel","https://example.com/images/poivron-jaune.jpg"
"demo_vegetables_78_1755943625605","demo_vegetables_78","Poivron Jaune Espagne","vegetables","kg",3.52,"EUR","France","2025-08-23","demo","Espagne","https://example.com/product/poivron-jaune-espagne","https://example.com/images/poivron-jaune.jpg"
"demo_vegetables_79_1755943625605","demo_vegetables_79","Salade Laitue Bio","vegetables","piece",1.22,"EUR","France","2025-08-23","demo","Bio","https://example.com/product/salade-laitue-bio","https://example.com/images/salade-laitue.jpg"
"demo_vegetables_80_1755943625605","demo_vegetables_80","Salade Laitue Conventionnel","vegetables","piece",1.09,"EUR","France","2025-08-23","demo","Conventionnel","https://example.com/product/salade-laitue-conventionnel","https://example.com/images/salade-laitue.jpg"
"demo_vegetables_81_1755943625605","demo_vegetables_81","Salade Laitue France","vegetables","piece",1.33,"EUR","France","2025-08-23","demo","France","https://example.com/product/salade-laitue-france","https://example.com/images/salade-laitue.jpg"
"demo_vegetables_82_1755943625605","demo_vegetables_82","Salade Romaine Bio","vegetables","piece",1.48,"EUR","France","2025-08-23","demo","Bio","https://example.com/product/salade-romaine-bio","https://example.com/images/salade-romaine.jpg"
"demo_vegetables_83_1755943625605","demo_vegetables_83","Salade Romaine Conventionnel","vegetables","piece",1.34,"EUR","France","2025-08-23","demo","Conventionnel","https://example.com/product/salade-romaine-conventionnel","https://example.com/images/salade-romaine.jpg"
"demo_vegetables_84_1755943625605","demo_vegetables_84","Salade Romaine France","vegetables","piece",1.74,"EUR","France","2025-08-23","demo","France","https://example.com/product/salade-romaine-france","https://example.com/images/salade-romaine.jpg"
"demo_vegetables_85_1755943625605","demo_vegetables_85","Concombre Bio","vegetables","kg",2.09,"EUR","France","2025-08-23","demo","Bio","https://example.com/product/concombre-bio","https://example.com/images/concombre.jpg"
"demo_vegetables_86_1755943625605","demo_vegetables_86","Concombre Conventionnel","vegetables","kg",1.96,"EUR","France","2025-08-23","demo","Conventionnel","https://example.com/product/concombre-conventionnel","https://example.com/images/concombre.jpg"
"demo_vegetables_87_1755943625605","demo_vegetables_87","Concombre Serre","vegetables","kg",1.55,"EUR","France","2025-08-23","demo","Serre","https://example.com/product/concombre-serre","https://example.com/images/concombre.jpg"
"demo_vegetables_88_1755943625605","demo_vegetables_88","Courgette Bio","vegetables","kg",2.31,"EUR","France","2025-08-23","demo","Bio","https://example.com/product/courgette-bio","https://example.com/images/courgette.jpg"
"demo_vegetables_89_1755943625605","demo_vegetables_89","Courgette Conventionnel","vegetables","kg",2.48,"EUR","France","2025-08-23","demo","Conventionnel","https://example.com/product/courgette-conventionnel","https://example.com/images/courgette.jpg"
"demo_vegetables_90_1755943625605","demo_vegetables_90","Courgette France","vegetables","kg",1.87,"EUR","France","2025-08-23","demo","France","https://example.com/product/courgette-france","https://example.com/images/courgette.jpg"
"demo_vegetables_91_1755943625605","demo_vegetables_91","Aubergine Bio","vegetables","kg",3.07,"EUR","France","2025-08-23","demo","Bio","https://example.com/product/aubergine-bio","https://example.com/images/aubergine.jpg"
"demo_vegetables_92_1755943625605","demo_vegetables_92","Aubergine Conventionnel","vegetables","kg",3.19,"EUR","France","2025-08-23","demo","Conventionnel","https://example.com/product/aubergine-conventionnel","https://example.com/images/aubergine.jpg"
"demo_vegetables_93_1755943625605","demo_vegetables_93","Aubergine Espagne","vegetables","kg",3.24,"EUR","France","2025-08-23","demo","Espagne","https://example.com/product/aubergine-espagne","https://example.com/images/aubergine.jpg"
"demo_vegetables_94_1755943625605","demo_vegetables_94","Brocoli Bio","vegetables","kg",2.55,"EUR","France","2025-08-23","demo","Bio","https://example.com/product/brocoli-bio","https://example.com/images/brocoli.jpg"
"demo_vegetables_95_1755943625605","demo_vegetables_95","Brocoli Conventionnel","vegetables","kg",2.87,"EUR","France","2025-08-23","demo","Conventionnel","https://example.com/product/brocoli-conventionnel","https://example.com/images/brocoli.jpg"
"demo_vegetables_96_1755943625605","demo_vegetables_96","Brocoli France","vegetables","kg",2.29,"EUR","France","2025-08-23","demo","France","https://example.com/product/brocoli-france","https://example.com/images/brocoli.jpg"
"demo_vegetables_97_1755943625605","demo_vegetables_97","Chou-fleur Bio","vegetables","piece",1.97,"EUR","France","2025-08-23","demo","Bio","https://example.com/product/chou-fleur-bio","https://example.com/images/chou-fleur.jpg"
"demo_vegetables_98_1755943625605","demo_vegetables_98","Chou-fleur Conventionnel","vegetables","piece",2.03,"EUR","France","2025-08-23","demo","Conventionnel","https://example.com/product/chou-fleur-conventionnel","https://example.com/images/chou-fleur.jpg"
"demo_vegetables_99_1755943625605","demo_vegetables_99","Chou-fleur France","vegetables","piece",2.24,"EUR","France","2025-08-23","demo","France","https://example.com/product/chou-fleur-france","https://example.com/images/chou-fleur.jpg"
"demo_vegetables_100_1755943625605","demo_vegetables_100","Chou Vert Bio","vegetables","piece",1.6,"EUR","France","2025-08-23","demo","Bio","https://example.com/product/chou-vert-bio","https://example.com/images/chou-vert.jpg"
"demo_vegetables_101_1755943625605","demo_vegetables_101","Chou Vert Conventionnel","vegetables","piece",1.9,"EUR","France","2025-08-23","demo","Conventionnel","https://example.com/product/chou-vert-conventionnel","https://example.com/images/chou-vert.jpg"
"demo_vegetables_102_1755943625605","demo_vegetables_102","Chou Vert France","vegetables","piece",1.56,"EUR","France","2025-08-23","demo","France","https://example.com/product/chou-vert-france","https://example.com/images/chou-vert.jpg"
"demo_vegetables_103_1755943625605","demo_vegetables_103","Épinard Bio","vegetables","kg",2.89,"EUR","France","2025-08-23","demo","Bio","https://example.com/product/épinard-bio","https://example.com/images/épinard.jpg"
"demo_vegetables_104_1755943625605","demo_vegetables_104","Épinard Conventionnel","vegetables","kg",2.52,"EUR","France","2025-08-23","demo","Conventionnel","https://example.com/product/épinard-conventionnel","https://example.com/images/épinard.jpg"
"demo_vegetables_105_1755943625605","demo_vegetables_105","Épinard France","vegetables","kg",2.62,"EUR","France","2025-08-23","demo","France","https://example.com/product/épinard-france","https://example.com/images/épinard.jpg"
"demo_vegetables_106_1755943625605","demo_vegetables_106","Haricot Vert Bio","vegetables","kg",2.99,"EUR","France","2025-08-23","demo","Bio","https://example.com/product/haricot-vert-bio","https://example.com/images/haricot-vert.jpg"
"demo_vegetables_107_1755943625605","demo_vegetables_107","Haricot Vert Conventionnel","vegetables","kg",3.86,"EUR","France","2025-08-23","demo","Conventionnel","https://example.com/product/haricot-vert-conventionnel","https://example.com/images/haricot-vert.jpg"
"demo_vegetables_108_1755943625605","demo_vegetables_108","Haricot Vert France","vegetables","kg",3.13,"EUR","France","2025-08-23","demo","France","https://example.com/product/haricot-vert-france","https://example.com/images/haricot-vert.jpg"
"demo_vegetables_109_1755943625605","demo_vegetables_109","Petit Pois Bio","vegetables","kg",3.25,"EUR","France","2025-08-23","demo","Bio","https://example.com/product/petit-pois-bio","https://example.com/images/petit-pois.jpg"
"demo_vegetables_110_1755943625605","demo_vegetables_110","Petit Pois Conventionnel","vegetables","kg",2.41,"EUR","France","2025-08-23","demo","Conventionnel","https://example.com/product/petit-pois-conventionnel","https://example.com/images/petit-pois.jpg"
"demo_vegetables_111_1755943625605","demo_vegetables_111","Petit Pois France","vegetables","kg",2.45,"EUR","France","2025-08-23","demo","France","https://example.com/product/petit-pois-france","https://example.com/images/petit-pois.jpg"
"demo_vegetables_112_1755943625605","demo_vegetables_112","Maïs Bio","vegetables","piece",1.77,"EUR","France","2025-08-23","demo","Bio","https://example.com/product/maïs-bio","https://example.com/images/maïs.jpg"
"demo_vegetables_113_1755943625605","demo_vegetables_113","Maïs Conventionnel","vegetables","piece",1.8,"EUR","France","2025-08-23","demo","Conventionnel","https://example.com/product/maïs-conventionnel","https://example.com/images/maïs.jpg"
"demo_vegetables_114_1755943625605","demo_vegetables_114","Maïs France","vegetables","piece",1.49,"EUR","France","2025-08-23","demo","France","https://example.com/product/maïs-france","https://example.com/images/maïs.jpg"
"demo_vegetables_115_1755943625605","demo_vegetables_115","Oignon Jaune Bio","vegetables","kg",1.37,"EUR","France","2025-08-23","demo","Bio","https://example.com/product/oignon-jaune-bio","https://example.com/images/oignon-jaune.jpg"
"demo_vegetables_116_1755943625605","demo_vegetables_116","Oignon Jaune Conventionnel","vegetables","kg",1.17,"EUR","France","2025-08-23","demo","Conventionnel","https://example.com/product/oignon-jaune-conventionnel","https://example.com/images/oignon-jaune.jpg"
"demo_vegetables_117_1755943625605","demo_vegetables_117","Oignon Jaune France","vegetables","kg",1.24,"EUR","France","2025-08-23","demo","France","https://example.com/product/oignon-jaune-france","https://example.com/images/oignon-jaune.jpg"
"demo_vegetables_118_1755943625605","demo_vegetables_118","Oignon Rouge Bio","vegetables","kg",1.84,"EUR","France","2025-08-23","demo","Bio","https://example.com/product/oignon-rouge-bio","https://example.com/images/oignon-rouge.jpg"
"demo_vegetables_119_1755943625605","demo_vegetables_119","Oignon Rouge Conventionnel","vegetables","kg",1.89,"EUR","France","2025-08-23","demo","Conventionnel","https://example.com/product/oignon-rouge-conventionnel","https://example.com/images/oignon-rouge.jpg"
"demo_vegetables_120_1755943625605","demo_vegetables_120","Oignon Rouge France","vegetables","kg",1.91,"EUR","France","2025-08-23","demo","France","https://example.com/product/oignon-rouge-france","https://example.com/images/oignon-rouge.jpg"
"demo_vegetables_121_1755943625605","demo_vegetables_121","Ail Bio","vegetables","kg",3.18,"EUR","France","2025-08-23","demo","Bio","https://example.com/product/ail-bio","https://example.com/images/ail.jpg"
"demo_vegetables_122_1755943625605","demo_vegetables_122","Ail Conventionnel","vegetables","kg",3.22,"EUR","France","2025-08-23","demo","Conventionnel","https://example.com/product/ail-conventionnel","https://example.com/images/ail.jpg"
"demo_vegetables_123_1755943625605","demo_vegetables_123","Ail France","vegetables","kg",3.97,"EUR","France","2025-08-23","demo","France","https://example.com/product/ail-france","https://example.com/images/ail.jpg"
"demo_vegetables_124_1755943625605","demo_vegetables_124","Échalote Bio","vegetables","kg",4.3,"EUR","France","2025-08-23","demo","Bio","https://example.com/product/échalote-bio","https://example.com/images/échalote.jpg"
"demo_vegetables_125_1755943625605","demo_vegetables_125","Échalote Conventionnel","vegetables","kg",4.84,"EUR","France","2025-08-23","demo","Conventionnel","https://example.com/product/échalote-conventionnel","https://example.com/images/échalote.jpg"
"demo_vegetables_126_1755943625605","demo_vegetables_126","Échalote France","vegetables","kg",4.46,"EUR","France","2025-08-23","demo","France","https://example.com/product/échalote-france","https://example.com/images/échalote.jpg"
"demo_vegetables_127_1755943625605","demo_vegetables_127","Poireau Bio","vegetables","kg",2.1,"EUR","France","2025-08-23","demo","Bio","https://example.com/product/poireau-bio","https://example.com/images/poireau.jpg"
"demo_vegetables_128_1755943625605","demo_vegetables_128","Poireau Conventionnel","vegetables","kg",1.84,"EUR","France","2025-08-23","demo","Conventionnel","https://example.com/product/poireau-conventionnel","https://example.com/images/poireau.jpg"
"demo_vegetables_129_1755943625605","demo_vegetables_129","Poireau France","vegetables","kg",1.73,"EUR","France","2025-08-23","demo","France","https://example.com/product/poireau-france","https://example.com/images/poireau.jpg"
"demo_vegetables_130_1755943625605","demo_vegetables_130","Céleri Bio","vegetables","piece",2.05,"EUR","France","2025-08-23","demo","Bio","https://example.com/product/céleri-bio","https://example.com/images/céleri.jpg"
